日期,基金代码,基金名称,基金份额(亿份),ETF收盘价
20250207,510500,中证500ETF南方,178.761686,5.831
20250210,510050,上证50ETF华夏,552.093668,2.6798
20250210,510300,沪深300ETF华泰柏瑞,901.975877,3.9961
20250210,510310,沪深300ETF易方达,640.8784400000001,3.8387
20250210,510500,中证500ETF南方,176.529686,5.886
20250212,510050,上证50ETF华夏,547.7646679999999,2.6991
20250212,510300,沪深300ETF华泰柏瑞,896.710877,4.0151
20250212,510310,沪深300ETF易方达,638.17844,3.857
20250212,510500,中证500ETF南方,174.65368600000002,5.9375
20250213,510050,上证50ETF华夏,544.929668,2.7003
20250213,510300,沪深300ETF华泰柏瑞,893.4258769999999,4.0003
20250213,510310,沪深300ETF易方达,638.08844,3.8427
20250213,510500,中证500ETF南方,173.709686,5.8961
20250218,510050,上证50ETF华夏,540.159668,2.7103
20250218,510300,沪深300ETF华泰柏瑞,888.007877,4.0077
20250218,510310,沪深300ETF易方达,636.18944,3.85
20250218,510500,中证500ETF南方,172.261686,5.838
20250219,510050,上证50ETF华夏,540.762668,2.723
20250219,510300,沪深300ETF华泰柏瑞,890.437877,4.0355
20250219,510310,沪深300ETF易方达,637.05344,3.8768
20250219,510500,中证500ETF南方,171.973686,5.9409
20250221,510050,上证50ETF华夏,542.049668,2.7421
20250221,510300,沪深300ETF华泰柏瑞,887.2428769999999,4.0748
20250221,510310,沪深300ETF易方达,636.27044,3.9144
20250221,510500,中证500ETF南方,170.505686,6.0545
20250224,510050,上证50ETF华夏,536.253668,2.7336
20250224,510300,沪深300ETF华泰柏瑞,879.5208769999999,4.0658
20250224,510310,沪深300ETF易方达,633.7144400000001,3.9057
20250224,510500,中证500ETF南方,168.085686,6.0414
20250225,510050,上证50ETF华夏,532.923668,2.7021
20250225,510300,沪深300ETF华泰柏瑞,879.403877,4.0208
20250225,510310,沪深300ETF易方达,632.33744,3.8624
20250225,510500,中证500ETF南方,167.40968600000002,5.9772
20250226,510050,上证50ETF华夏,530.997668,2.726
20250226,510300,沪深300ETF华泰柏瑞,873.8778769999999,4.0558
20250226,510310,沪深300ETF易方达,630.73544,3.8961
20250226,510500,中证500ETF南方,165.61768600000002,6.0475
20250227,510050,上证50ETF华夏,532.473668,2.7387
20250227,510300,沪深300ETF华泰柏瑞,870.538877,4.0642
20250227,510310,沪深300ETF易方达,627.89144,3.9041
20250227,510500,中证500ETF南方,164.817686,6.0243
20250228,510050,上证50ETF华夏,528.891668,2.6977
20250228,510300,沪深300ETF华泰柏瑞,870.889877,3.9846
20250228,510310,沪深300ETF易方达,626.59544,3.8276
20250228,510500,中证500ETF南方,164.537686,5.8559
20250303,510050,上证50ETF华夏,530.6826679999999,2.6869
20250303,510300,沪深300ETF华泰柏瑞,871.2948769999999,3.9839
20250303,510310,沪深300ETF易方达,625.59644,3.827
20250303,510500,中证500ETF南方,164.085686,5.8817
20250305,510050,上证50ETF华夏,527.3796679999999,2.7001
20250305,510300,沪深300ETF华泰柏瑞,863.2758769999999,3.9983
20250305,510310,沪深300ETF易方达,620.94344,3.8409
20250305,510500,中证500ETF南方,163.037686,5.9463
20250306,510050,上证50ETF华夏,533.7786679999999,2.7436
20250306,510300,沪深300ETF华泰柏瑞,864.697877,4.0535
20250306,510310,沪深300ETF易方达,621.15944,3.8937
20250306,510500,中证500ETF南方,165.549686,6.0441
20250311,510050,上证50ETF华夏,525.183668,2.7416
20250311,510300,沪深300ETF华泰柏瑞,854.365877,4.0378
20250311,510310,沪深300ETF易方达,619.87244,3.8789
20250311,510500,中证500ETF南方,162.413686,6.04
20250312,510050,上证50ETF华夏,525.2736679999999,2.7282
20250312,510300,沪深300ETF华泰柏瑞,854.572877,4.0235
20250312,510310,沪深300ETF易方达,619.04444,3.865
20250312,510500,中证500ETF南方,162.54568600000002,6.0362
20250314,510050,上证50ETF华夏,531.096668,2.8013
20250314,510300,沪深300ETF华泰柏瑞,856.192877,4.1046
20250314,510310,沪深300ETF易方达,619.25144,3.9431
20250314,510500,中证500ETF南方,165.609686,6.0961
20250317,510050,上证50ETF华夏,529.881668,2.7986
20250317,510300,沪深300ETF华泰柏瑞,856.6518769999999,4.0945
20250317,510310,沪深300ETF易方达,617.3344400000001,3.9334
20250317,510500,中证500ETF南方,162.77768600000002,6.104
20250318,510050,上证50ETF华夏,529.611668,2.8005
20250318,510300,沪深300ETF华泰柏瑞,855.661877,4.1056
20250318,510310,沪深300ETF易方达,614.4364400000001,3.9441
20250318,510500,中证500ETF南方,162.805686,6.129
20250319,510050,上证50ETF华夏,532.005668,2.8079
20250319,510300,沪深300ETF华泰柏瑞,854.806877,4.108
20250319,510310,沪深300ETF易方达,614.3104400000001,3.9465
20250319,510500,中证500ETF南方,162.737686,6.0972
20250320,510050,上证50ETF华夏,533.166668,2.7784
20250320,510300,沪深300ETF华泰柏瑞,853.2768769999999,4.072
20250320,510310,沪深300ETF易方达,613.9414400000001,3.9119
20250320,510500,中证500ETF南方,162.357686,6.0555
20250321,510050,上证50ETF华夏,532.293668,2.7346
20250321,510300,沪深300ETF华泰柏瑞,852.979877,4.0103
20250321,510310,沪深300ETF易方达,612.84344,3.8525
20250321,510500,中证500ETF南方,162.305686,5.9674
20250324,510050,上证50ETF华夏,530.133668,2.7529
20250324,510300,沪深300ETF华泰柏瑞,851.8818769999999,4.0307
20250324,510310,沪深300ETF易方达,612.32144,3.8722
20250324,510500,中证500ETF南方,162.529686,5.9641
20250326,510050,上证50ETF华夏,533.5626679999999,2.7366
20250326,510300,沪深300ETF华泰柏瑞,851.9538769999999,4.015
20250326,510310,沪深300ETF易方达,612.36644,3.857
20250326,510500,中证500ETF南方,162.381686,5.9449
20250327,510050,上证50ETF华夏,534.525668,2.7504
20250327,510300,沪深300ETF华泰柏瑞,851.6748769999999,4.0283
20250327,510310,沪深300ETF易方达,611.81744,3.8698
20250327,510500,中证500ETF南方,162.973686,5.9541
20250401,510050,上证50ETF华夏,536.289668,2.7216
20250401,510300,沪深300ETF华泰柏瑞,852.0978769999999,3.9828
20250401,510310,沪深300ETF易方达,610.83644,3.8262
20250401,510500,中证500ETF南方,161.71368600000002,5.8894
20250402,510050,上证50ETF华夏,536.901668,2.7174
20250402,510300,沪深300ETF华泰柏瑞,853.060877,3.9794
20250402,510310,沪深300ETF易方达,610.88144,3.8229
20250402,510500,中证500ETF南方,162.393686,5.8959
20250407,510050,上证50ETF华夏,546.5046679999999,2.5717
20250407,510300,沪深300ETF华泰柏瑞,903.136877,3.6767
20250407,510310,沪深300ETF易方达,635.9644400000001,3.5321
20250407,510500,中证500ETF南方,162.64168600000002,5.2832
20250408,510050,上证50ETF华夏,570.156668,2.6306
20250408,510300,沪深300ETF华泰柏瑞,947.569877,3.7397
20250408,510310,沪深300ETF易方达,675.24044,3.5925
20250408,510500,中证500ETF南方,190.409686,5.3209
20250409,510050,上证50ETF华夏,574.728668,2.6542
20250409,510300,沪深300ETF华泰柏瑞,952.330877,3.7765
20250409,510310,沪深300ETF易方达,679.6144400000001,3.6279
20250409,510500,中证500ETF南方,190.297686,5.4346
20250410,510050,上证50ETF华夏,572.910668,2.67
20250410,510300,沪深300ETF华泰柏瑞,948.145877,3.826
20250410,510310,沪深300ETF易方达,680.85644,3.6754
20250410,510500,中证500ETF南方,189.825686,5.5392
20250411,510050,上证50ETF华夏,577.473668,2.6772
20250411,510300,沪深300ETF华泰柏瑞,947.533877,3.8418
20250411,510310,沪深300ETF易方达,679.22744,3.6906
20250411,510500,中证500ETF南方,189.397686,5.5763
20250414,510050,上证50ETF华夏,575.646668,2.686
20250414,510300,沪深300ETF华泰柏瑞,943.060877,3.8505
20250414,510310,沪深300ETF易方达,676.3114400000001,3.6991
20250414,510500,中证500ETF南方,188.129686,5.6211
20250416,510050,上证50ETF华夏,594.717668,2.7167
20250416,510300,沪深300ETF华泰柏瑞,960.430877,3.8647
20250416,510310,沪深300ETF易方达,691.7104400000001,3.7128
20250416,510500,中证500ETF南方,194.445686,5.5504
20250417,510050,上证50ETF华夏,600.981668,2.7184
20250417,510300,沪深300ETF华泰柏瑞,966.694877,3.8645
20250417,510310,沪深300ETF易方达,695.53544,3.7124
20250417,510500,中证500ETF南方,195.589686,5.5524
20250422,510050,上证50ETF华夏,607.767668,2.7166
20250422,510300,沪深300ETF华泰柏瑞,971.212877,3.8798
20250422,510310,沪深300ETF易方达,699.47744,3.7272
20250422,510500,中证500ETF南方,194.441686,5.62
20250423,510050,上证50ETF华夏,606.426668,2.7087
20250423,510300,沪深300ETF华泰柏瑞,969.475877,3.8827
20250423,510310,沪深300ETF易方达,699.3154400000001,3.73
20250423,510500,中证500ETF南方,195.073686,5.6306
20250425,510050,上证50ETF华夏,602.277668,2.7095
20250425,510300,沪深300ETF华泰柏瑞,968.872877,3.8834
20250425,510310,沪深300ETF易方达,698.63144,3.7306
20250425,510500,中证500ETF南方,194.949686,5.6237
20250428,510050,上证50ETF华夏,599.4606679999999,2.7119
20250428,510300,沪深300ETF华泰柏瑞,965.821877,3.8778
20250428,510310,沪深300ETF易方达,697.54244,3.7253
20250428,510500,中证500ETF南方,195.017686,5.5948
20250429,510050,上证50ETF华夏,599.352668,2.706
20250429,510300,沪深300ETF华泰柏瑞,965.101877,3.8711
20250429,510310,沪深300ETF易方达,697.01144,3.7189
20250429,510500,中证500ETF南方,195.049686,5.6017
20250430,510050,上证50ETF华夏,602.043668,2.6938
20250430,510300,沪深300ETF华泰柏瑞,964.561877,3.8674
20250430,510310,沪深300ETF易方达,696.9844400000001,3.6963
20250430,510500,中证500ETF南方,194.005686,5.6288
20250507,510050,上证50ETF华夏,597.7596679999999,2.732
20250507,510300,沪深300ETF华泰柏瑞,960.421877,3.9295
20250507,510310,沪深300ETF易方达,695.77844,3.756
20250507,510500,中证500ETF南方,193.989686,5.7467
20250508,510050,上证50ETF华夏,603.123668,2.7412
20250508,510300,沪深300ETF华泰柏瑞,961.996877,3.9514
20250508,510310,沪深300ETF易方达,695.99444,3.7769
20250508,510500,中证500ETF南方,194.157686,5.7713
20250513,510050,上证50ETF华夏,600.477668,2.7705
20250513,510300,沪深300ETF华泰柏瑞,954.337877,3.997
20250513,510310,沪深300ETF易方达,693.6904400000001,3.8207
20250513,510500,中证500ETF南方,192.613686,5.7795
20250514,510050,上证50ETF华夏,600.396668,2.8172
20250514,510300,沪深300ETF华泰柏瑞,956.227877,4.0455
20250514,510310,沪深300ETF易方达,693.78944,3.8671
20250514,510500,中证500ETF南方,193.617686,5.798
20250516,510050,上证50ETF华夏,593.592668,2.7792
20250516,510300,沪深300ETF华泰柏瑞,952.330877,3.9909
20250516,510310,沪深300ETF易方达,691.5844400000001,3.8148
20250516,510500,中证500ETF南方,192.777686,5.7153
20250519,510050,上证50ETF华夏,591.837668,2.7674
20250519,510300,沪深300ETF华泰柏瑞,951.745877,3.9788
20250519,510310,沪深300ETF易方达,691.42244,3.8032
20250519,510500,中证500ETF南方,192.237686,5.7207
20250520,510050,上证50ETF华夏,592.3506679999999,2.7792
20250520,510300,沪深300ETF华泰柏瑞,951.997877,4.001
20250520,510310,沪深300ETF易方达,691.41344,3.8244
20250520,510500,中证500ETF南方,192.097686,5.7474
20250521,510050,上证50ETF华夏,592.170668,2.7924
20250521,510300,沪深300ETF华泰柏瑞,950.368877,4.0206
20250521,510310,沪深300ETF易方达,691.33244,3.8433
20250521,510500,中证500ETF南方,192.009686,5.7583
20250522,510050,上证50ETF华夏,592.170668,2.7977
20250522,510300,沪深300ETF华泰柏瑞,949.297877,4.0182
20250522,510310,沪深300ETF易方达,691.52144,3.8409
20250522,510500,中证500ETF南方,191.793686,5.7066
20250523,510050,上证50ETF华夏,590.7306679999999,2.7758
20250523,510300,沪深300ETF华泰柏瑞,949.621877,3.9863
20250523,510310,沪深300ETF易方达,691.38644,3.8103
20250523,510500,中证500ETF南方,192.145686,5.6574
20250526,510050,上证50ETF华夏,593.178668,2.763
20250526,510300,沪深300ETF华泰柏瑞,953.698877,3.9638
20250526,510310,沪深300ETF易方达,691.46744,3.7888
20250526,510500,中证500ETF南方,193.069686,5.6756
20250528,510050,上证50ETF华夏,594.429668,2.7462
20250528,510300,沪深300ETF华泰柏瑞,953.149877,3.9397
20250528,510310,沪深300ETF易方达,691.5844400000001,3.7657
20250528,510500,中证500ETF南方,191.913686,5.6456
20250529,510050,上证50ETF华夏,596.0856679999999,2.7542
20250529,510300,沪深300ETF华泰柏瑞,956.776877,3.963
20250529,510310,沪深300ETF易方达,692.36744,3.788
20250529,510500,中证500ETF南方,194.829686,5.7299
20250603,510050,上证50ETF华夏,594.2406679999999,2.7509
20250603,510300,沪深300ETF华泰柏瑞,956.110877,3.9566
20250603,510310,沪深300ETF易方达,691.80944,3.7819
20250603,510500,中证500ETF南方,193.153686,5.709
20250604,510050,上证50ETF华夏,595.3746679999999,2.7545
20250604,510300,沪深300ETF华泰柏瑞,955.534877,3.9736
20250604,510310,沪深300ETF易方达,691.5664400000001,3.7983
20250604,510500,中证500ETF南方,193.141686,5.7546
20250606,510050,上证50ETF华夏,594.3126679999999,2.7565
20250606,510300,沪深300ETF华泰柏瑞,953.284877,3.9822
20250606,510310,沪深300ETF易方达,690.36044,3.8064
20250606,510500,中证500ETF南方,192.765686,5.7847
20250609,510050,上证50ETF华夏,599.694668,2.755
20250609,510300,沪深300ETF华泰柏瑞,954.823877,3.994
20250609,510310,沪深300ETF易方达,690.7384400000001,3.8177
20250609,510500,中证500ETF南方,193.317686,5.8295
20250610,510050,上证50ETF华夏,594.3936679999999,2.744
20250610,510300,沪深300ETF华泰柏瑞,952.060877,3.9734
20250610,510310,沪深300ETF易方达,689.79344,3.7981
20250610,510500,中证500ETF南方,192.673686,5.7807
20250611,510050,上证50ETF华夏,595.176668,2.7615
20250611,510300,沪深300ETF华泰柏瑞,954.661877,4.0048
20250611,510310,沪深300ETF易方达,690.2344400000001,3.8283
20250611,510500,中证500ETF南方,193.001686,5.8177
20250612,510050,上证50ETF华夏,594.5286679999999,2.7602
20250612,510300,沪深300ETF华泰柏瑞,951.799877,4.0069
20250612,510310,沪深300ETF易方达,689.1814400000001,3.8304
20250612,510500,中证500ETF南方,192.845686,5.8242
20250613,510050,上证50ETF华夏,592.2156679999999,2.7457
20250613,510300,沪深300ETF华泰柏瑞,950.089877,3.9802
20250613,510310,沪深300ETF易方达,688.5604400000001,3.8045
20250613,510500,中证500ETF南方,192.685686,5.7716
20250616,510050,上证50ETF华夏,595.3746679999999,2.7541
20250616,510300,沪深300ETF华泰柏瑞,954.337877,3.99
20250616,510310,沪深300ETF易方达,689.17244,3.8141
20250616,510500,中证500ETF南方,193.681686,5.7988
20250618,510050,上证50ETF华夏,596.319668,2.7495
20250618,510300,沪深300ETF华泰柏瑞,953.365877,3.9043
20250618,510310,沪深300ETF易方达,688.5604400000001,3.8164
20250618,510500,中证500ETF南方,192.561686,5.7807
20250619,510050,上证50ETF华夏,597.894668,2.7345
20250619,510300,沪深300ETF华泰柏瑞,952.168877,3.8724
20250619,510310,沪深300ETF易方达,687.69644,3.7855
20250619,510500,中证500ETF南方,192.145686,5.7132
20250624,510050,上证50ETF华夏,599.856668,2.7929
20250624,510300,沪深300ETF华泰柏瑞,957.316877,3.9382
20250624,510310,沪深300ETF易方达,689.17244,3.85
20250624,510500,中证500ETF南方,194.529686,5.8087
20250625,510050,上证50ETF华夏,596.9946679999999,2.8302
20250625,510300,沪深300ETF华泰柏瑞,953.689877,3.9979
20250625,510310,沪深300ETF易方达,688.32644,3.9083
20250625,510500,中证500ETF南方,193.337686,5.9077
20250627,510050,上证50ETF华夏,594.798668,2.796
20250627,510300,沪深300ETF华泰柏瑞,947.164877,3.9663
20250627,510310,沪深300ETF易方达,685.15844,3.8773
20250627,510500,中证500ETF南方,191.373686,5.9136
20250630,510050,上证50ETF华夏,589.524668,2.8064
20250630,510300,沪深300ETF华泰柏瑞,940.423877,3.9844
20250630,510310,沪深300ETF易方达,682.68344,3.895
20250630,510500,中证500ETF南方,190.121686,5.9666
20250701,510050,上证50ETF华夏,586.833668,2.8123
20250701,510300,沪深300ETF华泰柏瑞,936.751877,3.991
20250701,510310,沪深300ETF易方达,682.3774400000001,3.9017
20250701,510500,中证500ETF南方,189.357686,5.9855
20250702,510050,上证50ETF华夏,584.520668,2.8173
20250702,510300,沪深300ETF华泰柏瑞,935.230877,3.9919
20250702,510310,沪深300ETF易方达,682.26944,3.9025
20250702,510500,中证500ETF南方,189.449686,5.9441
20250703,510050,上证50ETF华夏,584.9706679999999,2.8194
20250703,510300,沪深300ETF华泰柏瑞,933.052877,4.0171
20250703,510310,沪深300ETF易方达,682.0264400000001,3.9271
20250703,510500,中证500ETF南方,189.249686,5.9742
20250704,510050,上证50ETF华夏,585.0336679999999,2.8357
20250704,510300,沪深300ETF华泰柏瑞,930.613877,4.0315
20250704,510310,沪深300ETF易方达,681.63044,3.9414
20250704,510500,中证500ETF南方,189.125686,5.9651
20250707,510050,上证50ETF华夏,584.1156679999999,2.8297
20250707,510300,沪深300ETF华泰柏瑞,930.586877,4.0161
20250707,510310,沪深300ETF易方达,681.12644,3.9262
20250707,510500,中证500ETF南方,188.873686,5.9547
20250709,510050,上证50ETF华夏,586.383668,2.8385
20250709,510300,沪深300ETF华泰柏瑞,930.505877,4.0432
20250709,510310,沪深300ETF易方达,680.64044,3.9527
20250709,510500,中证500ETF南方,189.421686,6.0108
20250710,510050,上证50ETF华夏,586.329668,2.8566
20250710,510300,沪深300ETF华泰柏瑞,929.542877,4.0641
20250710,510310,沪深300ETF易方达,680.45144,3.9733
20250710,510500,中证500ETF南方,189.145686,6.042
20250715,510050,上证50ETF华夏,583.080668,2.8576
20250715,510300,沪深300ETF华泰柏瑞,926.266877,4.0814
20250715,510310,沪深300ETF易方达,678.12044,3.99
20250715,510500,中证500ETF南方,189.029686,6.0807
20250716,510050,上证50ETF华夏,583.476668,2.851
20250716,510300,沪深300ETF华泰柏瑞,925.636877,4.0713
20250716,510310,沪深300ETF易方达,678.03044,3.9801
20250716,510500,中证500ETF南方,188.869686,6.0802
20250718,510050,上证50ETF华夏,583.584668,2.8836
20250718,510300,沪深300ETF华泰柏瑞,924.529877,4.1307
20250718,510310,沪深300ETF易方达,676.37444,4.0383
20250718,510500,中证500ETF南方,189.533686,6.1651
20250721,510050,上证50ETF华夏,583.377668,2.8917
20250721,510300,沪深300ETF华泰柏瑞,924.043877,4.1585
20250721,510310,沪深300ETF易方达,676.96844,4.0655
20250721,510500,中证500ETF南方,189.633686,6.2278
20250722,510050,上证50ETF华夏,582.171668,2.9124
20250722,510300,沪深300ETF华泰柏瑞,923.062877,4.1929
20250722,510310,沪深300ETF易方达,677.00444,4.0992
20250722,510500,中证500ETF南方,189.265686,6.2807
20250723,510050,上证50ETF华夏,580.6056679999999,2.9219
20250723,510300,沪深300ETF华泰柏瑞,924.232877,4.1942
20250723,510310,沪深300ETF易方达,677.1574400000001,4.1004
20250723,510500,中证500ETF南方,190.649686,6.2648
20250724,510050,上证50ETF华夏,582.342668,2.9336
20250724,510300,沪深300ETF华泰柏瑞,927.256877,4.2243
20250724,510310,沪深300ETF易方达,677.4544400000001,4.1297
20250724,510500,中证500ETF南方,191.521686,6.3628
20250725,510050,上证50ETF华夏,581.091668,2.917
20250725,510300,沪深300ETF华泰柏瑞,927.544877,4.2041
20250725,510310,沪深300ETF易方达,677.17544,4.1101
20250725,510500,中证500ETF南方,189.721686,6.37
20250728,510050,上证50ETF华夏,578.067668,2.9256
20250728,510300,沪深300ETF华泰柏瑞,925.510877,4.2138
20250728,510310,沪深300ETF易方达,675.8344400000001,4.1197
20250728,510500,中证500ETF南方,188.617686,6.3945
20250730,510050,上证50ETF华夏,577.545668,2.9428
20250730,510300,沪深300ETF华泰柏瑞,918.454877,4.2301
20250730,510310,沪深300ETF易方达,674.0614400000001,4.1357
20250730,510500,中证500ETF南方,186.825686,6.3861
20250731,510050,上证50ETF华夏,578.508668,2.8974
20250731,510300,沪深300ETF华泰柏瑞,916.762877,4.154
20250731,510310,沪深300ETF易方达,673.1524400000001,4.0611
20250731,510500,中证500ETF南方,186.165686,6.2972
20250805,510050,上证50ETF华夏,577.3746679999999,2.9129
20250805,510300,沪深300ETF华泰柏瑞,915.250877,4.1824
20250805,510310,沪深300ETF易方达,672.9454400000001,4.0478
20250805,510500,中证500ETF南方,185.229686,6.3754
20250806,510050,上证50ETF华夏,576.7356679999999,2.9199
20250806,510300,沪深300ETF华泰柏瑞,916.132877,4.1927
20250806,510310,沪深300ETF易方达,673.17044,4.0578
20250806,510500,中证500ETF南方,186.029686,6.431
20250808,510050,上证50ETF华夏,574.737668,2.9116
20250808,510300,沪深300ETF华泰柏瑞,913.153877,4.1854
20250808,510310,沪深300ETF易方达,671.65844,4.0509
20250808,510500,中证500ETF南方,185.097686,6.398
20250811,510050,上证50ETF华夏,581.289668,2.9124
20250811,510300,沪深300ETF华泰柏瑞,914.089877,4.2033
20250811,510310,沪深300ETF易方达,671.87444,4.0681
20250811,510500,中证500ETF南方,185.465686,6.4675
20250812,510050,上证50ETF华夏,581.1096679999999,2.9302
20250812,510300,沪深300ETF华泰柏瑞,914.071877,4.2253
20250812,510310,沪深300ETF易方达,671.84744,4.0891
20250812,510500,中证500ETF南方,185.493686,6.4945
20250813,510050,上证50ETF华夏,583.944668,2.9365
20250813,510300,沪深300ETF华泰柏瑞,915.502877,4.2588
20250813,510310,沪深300ETF易方达,672.76544,4.1212
20250813,510500,中证500ETF南方,185.825686,6.5866
20250814,510050,上证50ETF华夏,580.731668,2.9546
20250814,510300,沪深300ETF华泰柏瑞,914.098877,4.2563
20250814,510310,沪深300ETF易方达,672.4594400000001,4.1188
20250814,510500,中证500ETF南方,185.869686,6.5086
20250815,510050,上证50ETF华夏,589.092668,2.9584
20250815,510300,沪深300ETF华泰柏瑞,917.833877,4.2864
20250815,510310,沪深300ETF易方达,672.92744,4.1481
20250815,510500,中证500ETF南方,186.617686,6.6503
20250818,510050,上证50ETF华夏,591.3606679999999,2.9645
20250818,510300,沪深300ETF华泰柏瑞,917.698877,4.3242
20250818,510310,沪深300ETF易方达,672.64844,4.1848
20250818,510500,中证500ETF南方,187.073686,6.7508
20250820,510050,上证50ETF华夏,594.9516679999999,2.9729
20250820,510300,沪深300ETF华泰柏瑞,910.354877,4.3578
20250820,510310,沪深300ETF易方达,671.1184400000001,4.2174
20250820,510500,中证500ETF南方,185.161686,6.8114
20250821,510050,上证50ETF华夏,594.132668,2.9889
20250821,510300,沪深300ETF华泰柏瑞,908.716877,4.3749
20250821,510310,沪深300ETF易方达,670.44344,4.2339
20250821,510500,中证500ETF南方,185.589686,6.7875
20250826,510050,上证50ETF华夏,597.3366679999999,3.1023
20250826,510300,沪深300ETF华泰柏瑞,918.103877,4.5446
20250826,510310,沪深300ETF易方达,673.17944,4.3973
20250826,510500,中证500ETF南方,188.621686,7.0527
20250827,510050,上证50ETF华夏,597.966668,3.049
20250827,510300,沪深300ETF华泰柏瑞,915.646877,4.4774
20250827,510310,沪深300ETF易方达,672.90044,4.3319
20250827,510500,中证500ETF南方,188.149686,6.9513
20250829,510050,上证50ETF华夏,587.7156679999999,3.1092
20250829,510300,沪深300ETF华泰柏瑞,913.981877,4.5918
20250829,510310,沪深300ETF易方达,673.90844,4.4425
20250829,510500,中证500ETF南方,186.721686,7.1305
20250901,510050,上证50ETF华夏,583.458668,3.1148
20250901,510300,沪深300ETF华泰柏瑞,908.851877,4.6194
20250901,510310,沪深300ETF易方达,673.04444,4.4691
20250901,510500,中证500ETF南方,186.565686,7.1967
20250902,510050,上证50ETF华夏,583.1346679999999,3.1268
20250902,510300,沪深300ETF华泰柏瑞,906.421877,4.5853
20250902,510310,沪深300ETF易方达,672.82844,4.4364
20250902,510500,中证500ETF南方,186.405686,7.0463
20250903,510050,上证50ETF华夏,581.253668,3.0931
20250903,510300,沪深300ETF华泰柏瑞,903.937877,4.5538
20250903,510310,沪深300ETF易方达,672.84644,4.4061
20250903,510500,中证500ETF南方,185.309686,6.9528
20250904,510050,上证50ETF华夏,583.3506679999999,3.0416
20250904,510300,沪深300ETF华泰柏瑞,907.780877,4.4573
20250904,510310,沪深300ETF易方达,673.18844,4.3136
20250904,510500,中证500ETF南方,186.001686,6.7788
20250905,510050,上证50ETF华夏,583.386668,3.075
20250905,510300,沪深300ETF华泰柏瑞,909.760877,4.5549
20250905,510310,沪深300ETF易方达,673.26944,4.4079
20250905,510500,中证500ETF南方,186.725686,6.9999
20250908,510050,上证50ETF华夏,583.080668,3.0726
20250908,510300,沪深300ETF华泰柏瑞,904.720877,4.5623
20250908,510310,沪深300ETF易方达,672.9544400000001,4.4153
20250908,510500,中证500ETF南方,186.181686,7.0782
20250910,510050,上证50ETF华夏,577.041668,3.0723
20250910,510300,沪深300ETF华泰柏瑞,899.7618769999999,4.54
20250910,510310,沪深300ETF易方达,671.28944,4.3933
20250910,510500,中证500ETF南方,185.657686,7.018
20250911,510050,上证50ETF华夏,583.2876679999999,3.1175
20250911,510300,沪深300ETF华泰柏瑞,901.120877,4.6451
20250911,510310,沪深300ETF易方达,671.37044,4.4941
20250911,510500,中证500ETF南方,188.269686,7.213
20250916,510050,上证50ETF华夏,582.405668,3.0809
20250916,510300,沪深300ETF华泰柏瑞,902.137877,4.6212
20250916,510310,沪深300ETF易方达,670.58744,4.4712
20250916,510500,中证500ETF南方,185.945686,7.2823
20250917,510050,上证50ETF华夏,583.107668,3.0868
20250917,510300,沪深300ETF华泰柏瑞,902.857877,4.6501
20250917,510310,沪深300ETF易方达,670.52444,4.499
20250917,510500,中证500ETF南方,185.829686,7.3529
20250919,510050,上证50ETF华夏,579.822668,3.042
20250919,510300,沪深300ETF华泰柏瑞,900.814877,4.6
20250919,510310,沪深300ETF易方达,669.66944,4.4289
20250919,510500,中证500ETF南方,186.181686,7.263
20250922,510050,上证50ETF华夏,580.587668,3.0546
20250922,510300,沪深300ETF华泰柏瑞,899.518877,4.621
20250922,510310,沪深300ETF易方达,668.39144,4.449
20250922,510500,中证500ETF南方,184.765686,7.3162
20250923,510050,上证50ETF华夏,579.642668,3.0518
20250923,510300,沪深300ETF华泰柏瑞,896.629877,4.6178
20250923,510310,沪深300ETF易方达,667.57244,4.4461
20250923,510500,中证500ETF南方,184.153686,7.2694
20250924,510050,上证50ETF华夏,577.617668,3.0728
20250924,510300,沪深300ETF华泰柏瑞,895.783877,4.6657
20250924,510310,沪深300ETF易方达,667.2394400000001,4.4922
20250924,510500,中证500ETF南方,184.965686,7.4197
20250925,510050,上证50ETF华夏,577.347668,3.0868
20250925,510300,沪深300ETF华泰柏瑞,894.4878769999999,4.6942
20250925,510310,沪深300ETF易方达,666.92444,4.5196
20250925,510500,中证500ETF南方,185.077686,7.4394
20250926,510050,上证50ETF华夏,578.121668,3.075
20250926,510300,沪深300ETF华泰柏瑞,895.9818769999999,4.6503
20250926,510310,沪深300ETF易方达,666.8344400000001,4.4774
20250926,510500,中证500ETF南方,185.113686,7.3388
20250929,510050,上证50ETF华夏,580.371668,3.1085
20250929,510300,沪深300ETF华泰柏瑞,896.575877,4.7217
20250929,510310,沪深300ETF易方达,667.37444,4.5464
20250929,510500,中证500ETF南方,186.465686,7.4504
20251010,510050,上证50ETF华夏,578.472668,3.1113
20251010,510300,沪深300ETF华泰柏瑞,902.947877,4.7191
20251010,510310,沪深300ETF易方达,667.41044,4.5445
20251010,510500,中证500ETF南方,186.677686,7.4992
20251013,510050,上证50ETF华夏,577.4376679999999,3.1031
20251013,510300,沪深300ETF华泰柏瑞,901.885877,4.6959
20251013,510310,沪深300ETF易方达,669.81344,4.5224
20251013,510500,中证500ETF南方,185.737686,7.4762
20251014,510050,上证50ETF华夏,577.338668,3.0966
